t,Date,DOY,hour,air_temperature,PARi,soil_temperature,humidity,ambient_CO2,Wind,mineral_N_fertilization_rate
3651,18/05/1999,138,15,20.3,1200.777778,14.78181818,0.6,360,2.1,0
3652,18/05/1999,138,16,21.5,965.1111111,14.66060606,0.57,360,2.1,0
3653,18/05/1999,138,17,18.9,662.1111111,14.55151515,0.64,360,2.1,0
3654,18/05/1999,138,18,18.2,325.4444444,14.4,0.69,360,2.1,0
3655,18/05/1999,138,19,16.6,101,14.36363636,0.76,360,2.1,0
3656,18/05/1999,138,20,16.2,0,14.32121212,0.79,360,2.1,0
3657,18/05/1999,138,21,14.5,0,14.26060606,0.86,360,2.1,0
3658,18/05/1999,138,22,14.5,0,14.21818182,0.84,360,2.1,0
3659,18/05/1999,138,23,13,0,14.22727273,0.89,360,2.1,0
3660,18/05/1999,138,24,13.1,0,14.36666667,0.89,360,1.6,0
3661,19/05/1999,139,1,11.2,0,14.50606061,0.92,360,1.6,0
3662,19/05/1999,139,2,11.5,0,14.73030303,0.96,360,1.6,0
3663,19/05/1999,139,3,10.9,0,14.94848485,0.97,360,1.6,0
3664,19/05/1999,139,4,10.5,0,15.17878788,0.98,360,1.6,0
3665,19/05/1999,139,5,10.6,22.44444444,15.24848485,0.99,360,1.6,0
3666,19/05/1999,139,6,12.3,157.1111111,15.40909091,0.98,360,1.6,0
3667,19/05/1999,139,7,16.3,650.8888889,15.61212121,0.85,360,1.6,0
3668,19/05/1999,139,8,16.3,965.1111111,15.74242424,0.74,360,1.6,0
3669,19/05/1999,139,9,19,1380.333333,15.85454545,0.62,360,1.6,0
3670,19/05/1999,139,10,18.9,1178.333333,15.98181818,0.66,360,1.6,0
3671,19/05/1999,139,11,19.5,1458.888889,15.9969697,0.62,360,1.6,0
3672,19/05/1999,139,12,14.3,650.8888889,15.93636364,0.86,360,1.6,0
3673,19/05/1999,139,13,16.6,594.7777778,15.83939394,0.78,360,1.6,0
3674,19/05/1999,139,14,17.7,606,15.66969697,0.88,360,1.6,0
3675,19/05/1999,139,15,15.3,493.7777778,15.47575758,0.87,360,1.6,0
3676,19/05/1999,139,16,15.5,336.6666667,15.28484848,0.89,360,1.6,0
3677,19/05/1999,139,17,17.2,808,15.05151515,0.72,360,1.6,0
3678,19/05/1999,139,18,15.5,291.7777778,14.78484848,0.87,360,1.6,0
3679,19/05/1999,139,19,14.9,134.6666667,14.59393939,0.86,360,1.6,0
3680,19/05/1999,139,20,14,22.44444444,14.4030303,0.9,360,1.6,0
3681,19/05/1999,139,21,13.6,0,14.25757576,0.94,360,1.6,0
3682,19/05/1999,139,22,13.1,0,14.11818182,0.96,360,1.6,0
3683,19/05/1999,139,23,12.9,0,14.02727273,0.97,360,1.6,0
3684,19/05/1999,139,24,12.6,0,13.93636364,0.99,360,3.1,0
3685,20/05/1999,140,1,12.7,0,13.9030303,0.99,360,3.1,0
3686,20/05/1999,140,2,12.6,0,13.86969697,1,360,3.1,0
3687,20/05/1999,140,3,11.9,0,13.9030303,1,360,3.1,0
3688,20/05/1999,140,4,11.8,0,13.92424242,1,360,3.1,0
3689,20/05/1999,140,5,11.6,0,13.97272727,1,360,3.1,0
3690,20/05/1999,140,6,11.5,33.66666667,14.04242424,1,360,3.1,0
3691,20/05/1999,140,7,11.5,44.88888889,14.10606061,1,360,3.1,0
3692,20/05/1999,140,8,11.9,168.3333333,14.11515152,1,360,3.1,0
3693,20/05/1999,140,9,12,145.8888889,14.00606061,1,360,3.1,0
3694,20/05/1999,140,10,12.3,224.4444444,13.8969697,1,360,3.1,0
3695,20/05/1999,140,11,12.2,224.4444444,13.70606061,1,360,3.1,0
3696,20/05/1999,140,12,12.5,280.5555556,13.51818182,1,360,3.1,0
3697,20/05/1999,140,13,12.8,235.6666667,13.3030303,1,360,3.1,0
3698,20/05/1999,140,14,12.7,235.6666667,13.23636364,1,360,3.1,0
3699,20/05/1999,140,15,12.6,101,13.09393939,1,360,3.1,0
3700,20/05/1999,140,16,12.7,89.77777778,12.92424242,1,360,3.1,0
3701,20/05/1999,140,17,12.7,33.66666667,12.82424242,1,360,3.1,0
3702,20/05/1999,140,18,12.7,22.44444444,12.71515152,0.99,360,3.1,0
3703,20/05/1999,140,19,12.7,11.22222222,12.53939394,0.99,360,3.1,0
3704,20/05/1999,140,20,12.4,0,12.41212121,1,360,3.1,0
3705,20/05/1999,140,21,12.1,0,12.2969697,1,360,3.1,0
3706,20/05/1999,140,22,11.9,0,12.21818182,1,360,3.1,0
3707,20/05/1999,140,23,12.1,0,12.16060606,1,360,3.1,0
3708,20/05/1999,140,24,12,0,12.11515152,1,360,3.5,0
3709,21/05/1999,141,1,11.9,0,12.1,1,360,3.5,0
3710,21/05/1999,141,2,11.4,0,12.12424242,1,360,3.5,0
3711,21/05/1999,141,3,11.3,0,12.21212121,1,360,3.5,0
3712,21/05/1999,141,4,11.1,0,12.35757576,1,360,3.5,0
3713,21/05/1999,141,5,11.4,33.66666667,12.56666667,1,360,3.5,0
3714,21/05/1999,141,6,11.7,157.1111111,12.79090909,1,360,3.5,0
3715,21/05/1999,141,7,11.6,213.2222222,13.03636364,0.99,360,3.5,0
3716,21/05/1999,141,8,12.4,291.7777778,13.26363636,0.96,360,3.5,0
3717,21/05/1999,141,9,13.4,561.1111111,13.47878788,0.93,360,3.5,0
3718,21/05/1999,141,10,15.6,1234.444444,13.61212121,0.84,360,3.5,0
3719,21/05/1999,141,11,17.4,1818,13.71515152,0.76,360,3.5,0
3720,21/05/1999,141,12,18.8,1930.222222,13.78787879,0.73,360,3.5,0
3721,21/05/1999,141,13,19.2,1795.555556,13.85151515,0.68,360,3.5,0
3722,21/05/1999,141,14,19.7,1425.222222,13.89393939,0.65,360,3.5,0
3723,21/05/1999,141,15,19,1122.222222,13.93636364,0.68,360,3.5,0
3724,21/05/1999,141,16,18.6,662.1111111,13.95757576,0.62,360,3.5,0
3725,21/05/1999,141,17,16.3,291.7777778,13.98484848,0.73,360,3.5,0
3726,21/05/1999,141,18,15.4,202,14.01515152,0.8,360,3.5,0
3727,21/05/1999,141,19,14.7,101,14.03939394,0.81,360,3.5,0
3728,21/05/1999,141,20,14.3,11.22222222,14.05454545,0.83,360,3.5,0
3729,21/05/1999,141,21,13.9,0,14.03333333,0.81,360,3.5,0
3730,21/05/1999,141,22,14.2,0,14.02424242,0.8,360,3.5,0
3731,21/05/1999,141,23,13.4,0,14.01818182,0.87,360,3.5,0
3732,21/05/1999,141,24,13.5,0,14.02121212,0.9,360,3.3,0
3733,22/05/1999,142,1,13.7,0,14.03636364,0.9,360,3.3,0
3734,22/05/1999,142,2,13.5,0,14.06363636,0.91,360,3.3,0
3735,22/05/1999,142,3,13.2,0,14.10909091,0.93,360,3.3,0
3736,22/05/1999,142,4,12,0,14.16969697,0.92,360,3.3,0
3737,22/05/1999,142,5,12.1,33.66666667,14.27575758,0.91,360,3.3,0
3738,22/05/1999,142,6,11.9,303,14.38181818,0.83,360,3.3,0
3739,22/05/1999,142,7,12,482.5555556,14.5,0.83,360,3.3,0
3740,22/05/1999,142,8,12.6,673.3333333,14.63939394,0.79,360,3.3,0
3741,22/05/1999,142,9,12.9,886.5555556,14.71515152,0.71,360,3.3,0
3742,22/05/1999,142,10,13.4,505,14.75757576,0.74,360,3.3,0
3743,22/05/1999,142,11,13.4,875.3333333,14.74545455,0.72,360,3.3,0
3744,22/05/1999,142,12,14.8,808,14.64545455,0.71,360,3.3,0
3745,22/05/1999,142,13,14.6,953.8888889,14.47878788,0.67,360,3.3,0
3746,22/05/1999,142,14,15.3,740.6666667,14.23333333,0.67,360,3.3,0
3747,22/05/1999,142,15,16.3,1066.111111,13.98181818,0.68,360,3.3,0
3748,22/05/1999,142,16,14.1,673.3333333,13.6969697,0.67,360,3.3,0
3749,22/05/1999,142,17,13.8,336.6666667,13.41212121,0.68,360,3.3,0
3750,22/05/1999,142,18,13,246.8888889,13.12727273,0.74,360,3.3,0
3751,22/05/1999,142,19,12.3,44.88888889,12.89090909,0.77,360,3.3,0
3752,22/05/1999,142,20,11.9,0,12.65757576,0.83,360,3.3,0
3753,22/05/1999,142,21,10.7,0,12.43333333,0.88,360,3.3,0
3754,22/05/1999,142,22,10.9,0,12.23030303,0.92,360,3.3,0
3755,22/05/1999,142,23,10.3,0,12.06363636,0.91,360,3.3,0
3756,22/05/1999,142,24,9.6,0,11.92424242,0.94,360,1.5,0
3757,23/05/1999,143,1,9.2,0,11.86060606,0.95,360,1.5,0
3758,23/05/1999,143,2,8.5,0,11.84848485,0.95,360,1.5,0
3759,23/05/1999,143,3,7.7,0,11.86666667,0.96,360,1.5,0
3760,23/05/1999,143,4,7.3,0,11.93030303,0.97,360,1.5,0
3761,23/05/1999,143,5,7.6,78.55555556,12.01515152,0.98,360,1.5,0
3762,23/05/1999,143,6,8.4,303,12.16666667,0.97,360,1.5,0
3763,23/05/1999,143,7,9.6,505,12.34848485,0.96,360,1.5,0
3764,23/05/1999,143,8,11.3,695.7777778,12.50606061,0.91,360,1.5,0
3765,23/05/1999,143,9,13.1,886.5555556,12.67575758,0.84,360,1.5,0
3766,23/05/1999,143,10,14.3,1402.777778,12.82424242,0.76,360,1.5,0
3767,23/05/1999,143,11,15.6,1761.888889,12.94848485,0.7,360,1.5,0
3768,23/05/1999,143,12,16,1907.777778,13.03030303,0.68,360,1.5,0
3769,23/05/1999,143,13,17,1874.111111,13.12424242,0.66,360,1.5,0
3770,23/05/1999,143,14,18.1,1829.222222,13.15454545,0.68,360,1.5,0
3771,23/05/1999,143,15,17.1,1054.888889,13.17272727,0.64,360,1.5,0
3772,23/05/1999,143,16,17.6,909,13.15454545,0.65,360,1.5,0
3773,23/05/1999,143,17,17.5,538.6666667,13.08787879,0.7,360,1.5,0
3774,23/05/1999,143,18,17,426.4444444,13.07575758,0.7,360,1.5,0
3775,23/05/1999,143,19,16.1,101,13.06969697,0.78,360,1.5,0
3776,23/05/1999,143,20,16.5,0,13.07272727,0.75,360,1.5,0
3777,23/05/1999,143,21,15.8,0,13.09393939,0.83,360,1.5,0
3778,23/05/1999,143,22,15.2,0,13.12727273,0.85,360,1.5,0
3779,23/05/1999,143,23,14.7,0,13.21818182,0.85,360,1.5,0
3780,23/05/1999,143,24,14.1,0,13.32727273,0.88,360,1.1,0
3781,24/05/1999,144,1,13.7,0,13.47575758,0.88,360,1.1,0
3782,24/05/1999,144,2,13.6,0,13.68181818,0.89,360,1.1,0
3783,24/05/1999,144,3,13.1,0,13.93636364,0.93,360,1.1,0
3784,24/05/1999,144,4,13,0,14.2,0.94,360,1.1,0
3785,24/05/1999,144,5,13,11.22222222,14.49090909,0.95,360,1.1,0
3786,24/05/1999,144,6,13.7,67.33333333,14.80606061,0.95,360,1.1,0
3787,24/05/1999,144,7,14.5,157.1111111,15.15151515,0.89,360,1.1,0
3788,24/05/1999,144,8,15.2,291.7777778,15.48181818,0.84,360,1.1,0
3789,24/05/1999,144,9,16.4,493.7777778,15.74848485,0.8,360,1.1,0
3790,24/05/1999,144,10,17.6,864.1111111,15.95454545,0.73,360,1.1,0
3791,24/05/1999,144,11,17.2,998.7777778,16.07575758,0.72,360,1.1,0
3792,24/05/1999,144,12,17.3,538.6666667,16.13333333,0.72,360,1.1,0
3793,24/05/1999,144,13,17.7,505,16.13030303,0.7,360,1.1,0
3794,24/05/1999,144,14,19,583.5555556,16.06363636,0.67,360,1.1,0
3795,24/05/1999,144,15,19.3,1021.222222,15.94242424,0.61,360,1.1,0
3796,24/05/1999,144,16,18.4,448.8888889,15.79393939,0.66,360,1.1,0
3797,24/05/1999,144,17,18.1,617.2222222,15.65454545,0.7,360,1.1,0
3798,24/05/1999,144,18,17.1,202,15.46969697,0.76,360,1.1,0
3799,24/05/1999,144,19,16.2,56.11111111,15.28181818,0.84,360,1.1,0
3800,24/05/1999,144,20,15.5,11.22222222,15.1,0.84,360,1.1,0
3801,24/05/1999,144,21,13.8,0,14.94545455,0.87,360,1.1,0
3802,24/05/1999,144,22,13,0,14.77878788,0.93,360,1.1,0
3803,24/05/1999,144,23,13.2,0,14.64545455,0.91,360,1.1,0
3804,24/05/1999,144,24,12.5,0,14.54242424,0.89,360,1.5,0
3805,25/05/1999,145,1,11.5,0,14.48787879,0.94,360,1.5,0
3806,25/05/1999,145,2,11.3,0,14.47272727,0.95,360,1.5,0
3807,25/05/1999,145,3,11,0,14.5030303,0.97,360,1.5,0
3808,25/05/1999,145,4,11,0,14.57272727,0.97,360,1.5,0
3809,25/05/1999,145,5,11,22.44444444,14.70606061,0.95,360,1.5,0
3810,25/05/1999,145,6,11.4,78.55555556,14.86666667,0.94,360,1.5,0
3811,25/05/1999,145,7,11.8,145.8888889,15.01818182,0.93,360,1.5,0
3812,25/05/1999,145,8,12.9,280.5555556,15.19393939,0.9,360,1.5,0
3813,25/05/1999,145,9,13.6,617.2222222,15.35151515,0.84,360,1.5,0
3814,25/05/1999,145,10,14.7,471.3333333,15.47575758,0.84,360,1.5,0
3815,25/05/1999,145,11,15.9,1200.777778,15.52727273,0.76,360,1.5,0
3816,25/05/1999,145,12,17.5,1997.555556,15.5030303,0.64,360,1.5,0
3817,25/05/1999,145,13,18.3,1739.444444,15.46060606,0.6,360,1.5,0
3818,25/05/1999,145,14,18,1627.222222,15.30909091,0.54,360,1.5,0
3819,25/05/1999,145,15,19.5,1571.111111,15.07878788,0.52,360,1.5,0
3820,25/05/1999,145,16,19.7,1301.777778,14.79393939,0.49,360,1.5,0
3821,25/05/1999,145,17,19.3,953.8888889,14.46969697,0.47,360,1.5,0
3822,25/05/1999,145,18,18.1,583.5555556,14.16363636,0.56,360,1.5,0
3823,25/05/1999,145,19,16.8,224.4444444,13.86060606,0.59,360,1.5,0
3824,25/05/1999,145,20,15.8,11.22222222,13.5969697,0.62,360,1.5,0
3825,25/05/1999,145,21,12.3,0,13.32727273,0.75,360,1.5,0
3826,25/05/1999,145,22,10.1,0,13.11515152,0.87,360,1.5,0
3827,25/05/1999,145,23,9.6,0,13.04242424,0.86,360,1.5,0
3828,25/05/1999,145,24,8.6,0,13.08484848,0.89,360,1.3,0
3829,26/05/1999,146,1,8.3,0,13.2,0.89,360,1.3,0
3830,26/05/1999,146,2,8.1,0,13.37878788,0.88,360,1.3,0
3831,26/05/1999,146,3,8.4,0,13.6030303,0.86,360,1.3,0
3832,26/05/1999,146,4,7.3,0,13.85757576,0.87,360,1.3,0
3833,26/05/1999,146,5,8.5,89.77777778,14.14848485,0.88,360,1.3,0
3834,26/05/1999,146,6,11.4,336.6666667,14.46666667,0.85,360,1.3,0
3835,26/05/1999,146,7,14.4,673.3333333,14.81818182,0.79,360,1.3,0
3836,26/05/1999,146,8,17,1043.666667,15.15757576,0.67,360,1.3,0
3837,26/05/1999,146,9,18.4,1380.333333,15.49090909,0.63,360,1.3,0
3838,26/05/1999,146,10,18.9,1627.222222,15.77878788,0.58,360,1.3,0
3839,26/05/1999,146,11,19.7,1862.888889,16.00606061,0.57,360,1.3,0
3840,26/05/1999,146,12,20.6,1919,16.13636364,0.54,360,1.3,0
3841,26/05/1999,146,13,21.5,1862.888889,16.15757576,0.53,360,1.3,0
3842,26/05/1999,146,14,22.6,1728.222222,16.07575758,0.46,360,1.3,0
3843,26/05/1999,146,15,22.6,1526.222222,15.95151515,0.44,360,1.3,0
3844,26/05/1999,146,16,22.8,1223.222222,15.82121212,0.4,360,1.3,0
3845,26/05/1999,146,17,22.4,886.5555556,15.68181818,0.45,360,1.3,0
3846,26/05/1999,146,18,21.1,505,15.44848485,0.47,360,1.3,0
3847,26/05/1999,146,19,19,202,15.18787879,0.54,360,1.3,0
3848,26/05/1999,146,20,16.6,22.44444444,14.97272727,0.66,360,1.3,0
3849,26/05/1999,146,21,14.8,0,14.77878788,0.7,360,1.3,0
3850,26/05/1999,146,22,14.2,0,14.63939394,0.72,360,1.3,0
3851,26/05/1999,146,23,13.7,0,14.6969697,0.76,360,1.3,0
3852,26/05/1999,146,24,14.9,0,14.92121212,0.69,360,2.3,0
3853,27/05/1999,147,1,12,0,15.24242424,0.82,360,2.3,0
3854,27/05/1999,147,2,10.7,0,15.63939394,0.88,360,2.3,0
3855,27/05/1999,147,3,11,0,16.09090909,0.87,360,2.3,0
3856,27/05/1999,147,4,10.4,0,16.5969697,0.91,360,2.3,0
3857,27/05/1999,147,5,11.2,89.77777778,17.12121212,0.89,360,2.3,0
3858,27/05/1999,147,6,14.2,359.1111111,17.6969697,0.83,360,2.3,0
3859,27/05/1999,147,7,17.5,695.7777778,18.25151515,0.76,360,2.3,0
3860,27/05/1999,147,8,20.2,1010,18.71818182,0.69,360,2.3,0
3861,27/05/1999,147,9,21.7,1223.222222,19.05454545,0.68,360,2.3,0
3862,27/05/1999,147,10,23.2,1335.444444,19.27575758,0.67,360,2.3,0
3863,27/05/1999,147,11,24.8,1761.888889,19.42727273,0.63,360,2.3,0
3864,27/05/1999,147,12,25.7,1885.333333,19.52121212,0.62,360,2.3,0
3865,27/05/1999,147,13,26.3,1874.111111,19.56969697,0.59,360,2.3,0
3866,27/05/1999,147,14,26.8,1705.777778,19.56666667,0.57,360,2.3,0
3867,27/05/1999,147,15,26.8,1167.111111,19.49393939,0.59,360,2.3,0
3868,27/05/1999,147,16,25.5,841.6666667,19.35454545,0.59,360,2.3,0
3869,27/05/1999,147,17,24.3,370.3333333,19.18181818,0.69,360,2.3,0
3870,27/05/1999,147,18,23.4,145.8888889,18.96363636,0.64,360,2.3,0
3871,27/05/1999,147,19,22,44.88888889,18.71212121,0.73,360,2.3,0
3872,27/05/1999,147,20,21.3,0,18.47575758,0.75,360,2.3,0
3873,27/05/1999,147,21,20.5,0,18.2969697,0.78,360,2.3,0
3874,27/05/1999,147,22,19.1,0,18.18484848,0.76,360,2.3,0
3875,27/05/1999,147,23,18,0,18.2,0.78,360,2.3,0
3876,27/05/1999,147,24,16.9,0,18.27575758,0.76,360,1.6,0
3877,28/05/1999,148,1,15.6,0,18.43939394,0.79,360,1.6,0
3878,28/05/1999,148,2,14.1,0,18.59393939,0.84,360,1.6,0
3879,28/05/1999,148,3,13.3,0,18.87272727,0.89,360,1.6,0
3880,28/05/1999,148,4,13.1,0,19.21818182,0.92,360,1.6,0
3881,28/05/1999,148,5,12.9,67.33333333,19.56363636,0.92,360,1.6,0
3882,28/05/1999,148,6,15.3,347.8888889,19.97575758,0.86,360,1.6,0
3883,28/05/1999,148,7,16.7,695.7777778,20.37878788,0.8,360,1.6,0
3884,28/05/1999,148,8,19.1,1054.888889,20.71212121,0.74,360,1.6,0
3885,28/05/1999,148,9,20,1380.333333,20.93030303,0.65,360,1.6,0
3886,28/05/1999,148,10,21.2,1660.888889,21.03030303,0.63,360,1.6,0
3887,28/05/1999,148,11,22.1,1851.666667,21.06969697,0.59,360,1.6,0
3888,28/05/1999,148,12,22.4,1649.666667,20.99393939,0.58,360,1.6,0
3889,28/05/1999,148,13,24,1885.333333,20.8,0.57,360,1.6,0
3890,28/05/1999,148,14,24.5,1818,20.53939394,0.57,360,1.6,0
3891,28/05/1999,148,15,25.2,1571.111111,20.23939394,0.56,360,1.6,0
3892,28/05/1999,148,16,24.7,1245.666667,19.93030303,0.51,360,1.6,0
3893,28/05/1999,148,17,23.5,886.5555556,19.61515152,0.63,360,1.6,0
3894,28/05/1999,148,18,23,527.4444444,19.35757576,0.63,360,1.6,0
3895,28/05/1999,148,19,20.7,202,19.16969697,0.68,360,1.6,0
3896,28/05/1999,148,20,18.4,22.44444444,18.97575758,0.76,360,1.6,0
3897,28/05/1999,148,21,17.1,0,18.81515152,0.82,360,1.6,0
3898,28/05/1999,148,22,16.4,0,18.67878788,0.86,360,1.6,0
3899,28/05/1999,148,23,16.6,0,18.61515152,0.84,360,1.6,0
3900,28/05/1999,148,24,16.4,0,18.66060606,0.86,360,2.1,0
3901,29/05/1999,149,1,17,0,18.79090909,0.85,360,2.1,0
3902,29/05/1999,149,2,18.1,0,18.99090909,0.87,360,2.1,0
3903,29/05/1999,149,3,17,0,19.24848485,0.92,360,2.1,0
3904,29/05/1999,149,4,16.7,0,19.57575758,0.95,360,2.1,0
3905,29/05/1999,149,5,16.8,67.33333333,19.95454545,0.93,360,2.1,0
3906,29/05/1999,149,6,18.4,258.1111111,20.34242424,0.91,360,2.1,0
3907,29/05/1999,149,7,20.6,650.8888889,20.72424242,0.82,360,2.1,0
3908,29/05/1999,149,8,22.3,1021.222222,21.05757576,0.74,360,2.1,0
3909,29/05/1999,149,9,23.5,1346.666667,21.34545455,0.69,360,2.1,0
3910,29/05/1999,149,10,24.1,1638.444444,21.55151515,0.64,360,2.1,0
3911,29/05/1999,149,11,24.9,1829.222222,21.69393939,0.62,360,2.1,0
3912,29/05/1999,149,12,25.8,1862.888889,21.77575758,0.57,360,2.1,0
3913,29/05/1999,149,13,25.9,1515,21.77575758,0.59,360,2.1,0
3914,29/05/1999,149,14,25.5,1593.555556,21.75757576,0.55,360,2.1,0
3915,29/05/1999,149,15,26.3,1458.888889,21.66969697,0.51,360,2.1,0
3916,29/05/1999,149,16,26.2,1111,21.50909091,0.54,360,2.1,0
3917,29/05/1999,149,17,25.9,852.8888889,21.32424242,0.56,360,2.1,0
3918,29/05/1999,149,18,24.7,381.5555556,21.13636364,0.63,360,2.1,0
3919,29/05/1999,149,19,23.9,258.1111111,20.96666667,0.65,360,2.1,0
3920,29/05/1999,149,20,22.1,33.66666667,20.76666667,0.72,360,2.1,0
3921,29/05/1999,149,21,21.8,0,20.60909091,0.73,360,2.1,0
3922,29/05/1999,149,22,21.1,0,20.52424242,0.75,360,2.1,0
3923,29/05/1999,149,23,19.2,0,20.5030303,0.84,360,2.1,0
3924,29/05/1999,149,24,19.1,0,20.51212121,0.89,360,1.6,0
3925,30/05/1999,150,1,18.5,0,20.52424242,0.92,360,1.6,0
3926,30/05/1999,150,2,17.9,0,20.56969697,0.96,360,1.6,0
3927,30/05/1999,150,3,16.4,0,20.66666667,0.97,360,1.6,0
3928,30/05/1999,150,4,15.5,0,20.81818182,1,360,1.6,0
3929,30/05/1999,150,5,15.6,56.11111111,21.03333333,1,360,1.6,0
3930,30/05/1999,150,6,16.4,112.2222222,21.26363636,1,360,1.6,0
3931,30/05/1999,150,7,16.7,145.8888889,21.46060606,1,360,1.6,0
3932,30/05/1999,150,8,17,280.5555556,21.65151515,0.99,360,1.6,0
3933,30/05/1999,150,9,17.9,448.8888889,21.76060606,1,360,1.6,0
3934,30/05/1999,150,10,20.2,1481.333333,21.7969697,0.94,360,1.6,0
3935,30/05/1999,150,11,23.1,1717,21.77272727,0.79,360,1.6,0
3936,30/05/1999,150,12,24.1,1874.111111,21.68484848,0.67,360,1.6,0
3937,30/05/1999,150,13,24.3,1279.333333,21.51818182,0.68,360,1.6,0
3938,30/05/1999,150,14,23.3,1301.777778,21.26969697,0.66,360,1.6,0
3939,30/05/1999,150,15,24.7,1414,21.01212121,0.58,360,1.6,0
3940,30/05/1999,150,16,24.2,1256.888889,20.73636364,0.59,360,1.6,0
3941,30/05/1999,150,17,23.5,875.3333333,20.40606061,0.62,360,1.6,0
3942,30/05/1999,150,18,22.7,538.6666667,20.05151515,0.66,360,1.6,0
3943,30/05/1999,150,19,21.2,213.2222222,19.6969697,0.76,360,1.6,0
3944,30/05/1999,150,20,19.4,22.44444444,19.35757576,0.83,360,1.6,0
3945,30/05/1999,150,21,17.6,0,19.03939394,0.89,360,1.6,0
3946,30/05/1999,150,22,17.4,0,18.75757576,0.91,360,1.6,0
3947,30/05/1999,150,23,16.4,0,18.5,0.94,360,1.6,0
3948,30/05/1999,150,24,15.4,0,18.3,0.98,360,1.6,0
3949,31/05/1999,151,1,14.5,0,18.2030303,1,360,1.6,0
3950,31/05/1999,151,2,14.2,0,18.16060606,1,360,1.6,0
3951,31/05/1999,151,3,13.5,0,18.16060606,1,360,1.6,0
3952,31/05/1999,151,4,13.4,0,18.26969697,1,360,1.6,0
3953,31/05/1999,151,5,12.8,22.44444444,18.43030303,1,360,1.6,0
3954,31/05/1999,151,6,13.3,56.11111111,18.63030303,1,360,1.6,0
3955,31/05/1999,151,7,14.5,179.5555556,18.84848485,1,360,1.6,0
3956,31/05/1999,151,8,16,437.6666667,19.02121212,0.93,360,1.6,0
3957,31/05/1999,151,9,17.7,931.4444444,19.18484848,0.84,360,1.6,0
3958,31/05/1999,151,10,18.5,1357.888889,19.31818182,0.76,360,1.6,0
3959,31/05/1999,151,11,21.5,1784.333333,19.42121212,0.72,360,1.6,0
3960,31/05/1999,151,12,21.7,1784.333333,19.38181818,0.67,360,1.6,0
3961,31/05/1999,151,13,22.1,1256.888889,19.20606061,0.66,360,1.6,0
3962,31/05/1999,151,14,22.8,1593.555556,18.98787879,0.64,360,1.6,0
3963,31/05/1999,151,15,22.1,1133.444444,18.73939394,0.68,360,1.6,0
3964,31/05/1999,151,16,22.1,729.4444444,18.4969697,0.65,360,1.6,0
3965,31/05/1999,151,17,21.4,460.1111111,18.22424242,0.71,360,1.6,0
3966,31/05/1999,151,18,21.3,392.7777778,17.95151515,0.71,360,1.6,0
3967,31/05/1999,151,19,18.9,179.5555556,17.6969697,0.76,360,1.6,0
3968,31/05/1999,151,20,17.3,11.22222222,17.44545455,0.85,360,1.6,0
3969,31/05/1999,151,21,16.9,0,17.21818182,0.86,360,1.6,0
3970,31/05/1999,151,22,16.1,0,17.06666667,0.86,360,1.6,0
3971,31/05/1999,151,23,15.3,0,16.99393939,0.9,360,1.6,0
3972,31/05/1999,151,24,15.7,0,16.97878788,0.9,360,2.2,0
3973,01/06/1999,151,1,15.2,0,17.02121212,0.93,360,2.2,0
3974,01/06/1999,151,2,15.1,0,17.12727273,0.95,360,2.2,0
3975,01/06/1999,151,3,14.4,0,17.33636364,0.96,360,2.2,0
3976,01/06/1999,151,4,13.7,0,17.55151515,0.98,360,2.2,0
3977,01/06/1999,151,5,14.4,89.77777778,17.84848485,1,360,2.2,0
3978,01/06/1999,151,6,15.2,190.7777778,18.18787879,0.98,360,2.2,0
3979,01/06/1999,151,7,16.9,448.8888889,18.53636364,0.94,360,2.2,0
3980,01/06/1999,151,8,17.8,673.3333333,18.89393939,0.89,360,2.2,0
3981,01/06/1999,151,9,18.9,516.2222222,19.16363636,0.85,360,2.2,0
3982,01/06/1999,151,10,21.4,1054.888889,19.4,0.8,360,2.2,0
3983,01/06/1999,151,11,21.3,998.7777778,19.57575758,0.76,360,2.2,0
3984,01/06/1999,151,12,23.3,1414,19.68181818,0.73,360,2.2,0
3985,01/06/1999,151,13,24.6,1559.888889,19.65757576,0.7,360,2.2,0
3986,01/06/1999,151,14,24.3,1223.222222,19.58787879,0.69,360,2.2,0
3987,01/06/1999,151,15,25.1,1212,19.48181818,0.68,360,2.2,0
3988,01/06/1999,151,16,23.4,516.2222222,19.34848485,0.76,360,2.2,0
3989,01/06/1999,151,17,23.8,415.2222222,19.25757576,0.75,360,2.2,0
3990,01/06/1999,151,18,23.5,448.8888889,19.15151515,0.76,360,2.2,0
3991,01/06/1999,151,19,22,280.5555556,19.06060606,0.8,360,2.2,0
3992,01/06/1999,151,20,20.7,22.44444444,18.97878788,0.86,360,2.2,0
3993,01/06/1999,151,21,19.4,0,18.98787879,0.87,360,2.2,0
3994,01/06/1999,151,22,18.6,0,19.04545455,0.89,360,2.2,0
3995,01/06/1999,151,23,18.4,0,19.12121212,0.91,360,2.2,0
3996,01/06/1999,151,24,19.1,0,19.24545455,0.89,360,4.4,0
3997,02/06/1999,152,1,18.6,0,19.42121212,0.91,360,4.4,0
3998,02/06/1999,152,2,18.4,0,19.57272727,0.95,360,4.4,0
3999,02/06/1999,152,3,18.6,0,19.71515152,0.98,360,4.4,0
4000,02/06/1999,152,4,19.2,0,19.90909091,0.96,360,4.4,0
